,comment,machine_id,start_time,end_time,duration,name,downtime_code_id,Name_2,year,Station
2086762,collision at the wash line due to over travelled pallet,285.0,2021-08-11 15:34:03.010,2021-08-11 15:50:00.000,956.891,WLM01 ST130,1904.0,wl op105 robot 1,2021,
2087217,lunch: overage,287.0,2021-08-11 16:20:00.000,2021-08-11 16:24:53.067,293.679,WLM03 ST130,218.0,lunch: overage,2021,
2087223,lunch: overage,285.0,2021-08-11 16:20:00.000,2021-08-11 16:26:16.067,376.68,WLM01 ST130,218.0,lunch: overage,2021,
2087255,No Comment and No Reason Code,287.0,2021-08-11 16:24:53.067,2021-08-11 17:34:53.077,4200.101,WLM03 ST130,,,2021,
2087271,No Comment and No Reason Code,285.0,2021-08-11 16:26:16.067,2021-08-11 16:36:19.070,603.01,WLM01 ST130,,,2021,
2087347,shutdown,286.0,2021-08-11 16:30:00.000,2021-08-11 18:50:00.000,8400.0,WLM02 ST130,78.0,shutdown,2021,
2087415,comm error,285.0,2021-08-11 16:36:19.070,2021-08-11 16:45:25.070,546.014,WLM01 ST130,1599.0,wl op 30 robot 4,2021,
2087472,No Comment and No Reason Code,285.0,2021-08-11 16:45:25.070,2021-08-11 16:48:51.020,205.502,WLM01 ST130,,,2021,
2087539,gripper clamps were found installed incorrectly-mechanics re-installed them ,285.0,2021-08-11 16:48:51.020,2021-08-11 17:06:58.073,1087.542,WLM01 ST130,1905.0,wl op105 robot 1 clamp,2021,
2087668,No Comment and No Reason Code,285.0,2021-08-11 17:06:58.073,2021-08-11 17:58:02.030,3063.562,WLM01 ST130,,,2021,
2087929,loose locator pin causing collision on op 45r1-also had a damaged plp bracket due to that-had to remove the part manually,287.0,2021-08-11 17:34:53.077,2021-08-11 18:16:07.083,2474.056,WLM03 ST130,1737.0,wl op45 robot 1,2021,45.0
2088085, wl op30 robot 1 wire tangle,285.0,2021-08-11 17:58:02.030,2021-08-11 18:03:22.033,320.01,WLM01 ST130,1610.0, wl op30 robot 1 wire tangle,2021,30.0
2088097,No Comment and No Reason Code,285.0,2021-08-11 18:03:22.033,2021-08-11 18:45:00.000,2497.68,WLM01 ST130,,,2021,
2088182,No Comment and No Reason Code,287.0,2021-08-11 18:16:07.083,2021-08-11 18:45:00.000,1732.164,WLM03 ST130,,,2021,
2088499,No Comment and No Reason Code,287.0,2021-08-11 18:45:33.037,2021-08-11 18:49:00.000,206.626,WLM03 ST130,,,2021,
2088733,No Comment and No Reason Code,287.0,2021-08-11 18:49:00.000,2021-08-11 18:50:00.000,60.0,WLM03 ST130,,,2021,
2088891,No Comment and No Reason Code,287.0,2021-08-11 18:57:12.040,2021-08-11 19:00:00.000,167.611,WLM03 ST130,,,2021,
2088901,No Comment and No Reason Code,285.0,2021-08-11 18:58:50.090,2021-08-11 19:00:00.000,69.094,WLM01 ST130,,,2021,
2089042,No Comment and No Reason Code,287.0,2021-08-11 19:00:00.000,2021-08-11 19:03:26.040,206.41,WLM03 ST130,,,2021,
2089076,No Comment and No Reason Code,285.0,2021-08-11 19:00:00.000,2021-08-11 19:00:47.090,47.906,WLM01 ST130,,,2021,
2089077,"robotech's are busy, teamleader had to do alone. ",285.0,2021-08-11 19:00:47.090,2021-08-11 19:10:19.043,571.515,WLM01 ST130,1651.0,wl op10 robot 1 wire tangle,2021,
2089099,"clamp#1 open fault, during op#43 cooling rack drop-off.",287.0,2021-08-11 19:03:26.040,2021-08-11 19:10:26.093,420.512,WLM03 ST130,1738.0,wl op45 robot 1 clamp,2021,43.0
2089130,No Comment and No Reason Code,285.0,2021-08-11 19:10:19.043,2021-08-11 20:09:09.100,3530.576,WLM01 ST130,,,2021,
2089131,No Comment and No Reason Code,287.0,2021-08-11 19:10:26.093,2021-08-11 19:12:23.093,117.0,WLM03 ST130,,,2021,
2089149,No Comment and No Reason Code,286.0,2021-08-11 19:14:20.093,2021-08-11 19:20:25.043,364.506,WLM02 ST130,,,2021,
2089160,robotech touchup weld id#76 due to melt back issue.,287.0,2021-08-11 19:12:23.093,2021-08-11 19:15:41.043,197.507,WLM03 ST130,1765.0,wl op50 robot 1 weld touch-up,2021,
2089161,No Comment and No Reason Code,287.0,2021-08-11 19:15:41.043,2021-08-11 19:35:34.047,1193.023,WLM03 ST130,,,2021,
2089318,robot 1 clamp,287.0,2021-08-11 19:35:34.047,2021-08-11 19:52:52.097,1038.526,WLM03 ST130,1925.0,robot 1 clamp,2021,
2089431,No Comment and No Reason Code,287.0,2021-08-11 19:52:52.097,2021-08-11 20:13:12.000,1219.024,WLM03 ST130,,,2021,
2089464,shutdown,286.0,2021-08-11 19:00:00.000,2021-08-11 19:14:20.093,860.9259999999999,WLM02 ST130,78.0,shutdown,2021,
2089556,heat breaks,285.0,2021-08-11 20:09:09.100,2021-08-11 20:19:56.000,646.016,WLM01 ST130,397.0,heat breaks,2021,
2089603,heat breaks,287.0,2021-08-11 20:13:12.000,2021-08-11 20:19:32.000,380.011,WLM03 ST130,397.0,heat breaks,2021,
2089626,No Comment and No Reason Code,287.0,2021-08-11 20:19:32.000,2021-08-11 21:25:00.000,3927.987,WLM03 ST130,,,2021,
2089632,No Comment and No Reason Code,285.0,2021-08-11 20:19:56.000,2021-08-11 20:24:36.003,280.004,WLM01 ST130,,,2021,
2089716,replaced tip due to bad welds from 10 r#2.,285.0,2021-08-11 20:24:36.003,2021-08-11 20:33:14.003,518.013,WLM01 ST130,1657.0,wl op10 robot 2 tip change,2021,
2089762,No Comment and No Reason Code,285.0,2021-08-11 20:33:14.003,2021-08-11 20:42:56.003,582.01,WLM01 ST130,,,2021,
2089857,robotech touchup wed#ld id#01,285.0,2021-08-11 20:42:56.003,2021-08-11 20:47:10.003,254.008,WLM01 ST130,1799.0,wl op60 robot 1 weld touch-up,2021,
2089858,No Comment and No Reason Code,285.0,2021-08-11 20:47:10.003,2021-08-11 20:55:21.057,491.508,WLM01 ST130,,,2021,
2089917,2 times,285.0,2021-08-11 20:55:21.057,2021-08-11 20:59:52.057,271.009,WLM01 ST130,1659.0,wl op10 robot 2 wire tangle,2021,2.0
2089921,No Comment and No Reason Code,285.0,2021-08-11 20:59:52.057,2021-08-11 21:09:11.057,559.009,WLM01 ST130,,,2021,
2089995,wire tangle happened 3 times.,285.0,2021-08-11 21:09:11.057,2021-08-11 21:21:51.060,760.019,WLM01 ST130,1659.0,wl op10 robot 2 wire tangle,2021,
2090038,No Comment and No Reason Code,285.0,2021-08-11 21:21:51.060,2021-08-11 21:25:00.000,188.407,WLM01 ST130,,,2021,
2090140,break,285.0,2021-08-11 21:25:00.000,2021-08-11 21:40:00.000,900.0,WLM01 ST130,74.0,break,2021,
2090141,break,287.0,2021-08-11 21:25:00.000,2021-08-11 21:25:52.060,52.598,WLM03 ST130,74.0,break,2021,
2090160,No Comment and No Reason Code,287.0,2021-08-11 21:25:52.060,2021-08-11 21:27:49.060,117.0,WLM03 ST130,,,2021,
2090221,break,287.0,2021-08-11 21:27:49.060,2021-08-11 21:40:00.000,730.402,WLM03 ST130,74.0,break,2021,
2090335,break: overage,287.0,2021-08-11 21:40:00.000,2021-08-11 21:43:27.063,207.621,WLM03 ST130,219.0,break: overage,2021,
2090340,break: overage,285.0,2021-08-11 21:40:00.000,2021-08-11 21:42:40.013,160.12,WLM01 ST130,219.0,break: overage,2021,
2090363,No Comment and No Reason Code,285.0,2021-08-11 21:42:40.013,2021-08-11 22:16:33.067,2033.542,WLM01 ST130,,,2021,
2090369,No Comment and No Reason Code,287.0,2021-08-11 21:43:27.063,2021-08-11 22:30:05.067,2798.059,WLM03 ST130,,,2021,
2090595,plc tech help to reshoot camera again.,285.0,2021-08-11 22:16:33.067,2021-08-11 22:23:00.000,386.338,WLM01 ST130,1921.0,wl op120 blue wrist cameras,2021,
2090666,heat breaks,287.0,2021-08-11 22:30:05.067,2021-08-11 22:38:44.070,519.013,WLM03 ST130,397.0,heat breaks,2021,
2090696,No Comment and No Reason Code,285.0,2021-08-11 22:37:08.020,2021-08-11 22:46:58.020,590.011,WLM01 ST130,,,2021,
2090709,No Comment and No Reason Code,287.0,2021-08-11 22:38:44.070,2021-08-11 23:22:30.073,2626.039,WLM03 ST130,,,2021,
2090744,heat breaks,285.0,2021-08-11 22:23:00.000,2021-08-11 22:37:08.020,848.191,WLM01 ST130,397.0,heat breaks,2021,
2090794,12.2.1 grippers faulted.,285.0,2021-08-11 22:46:58.020,2021-08-11 22:52:25.030,327.11,WLM01 ST130,2282.0,wl grob gantry grippers,2021,12.0
2090806,No Comment and No Reason Code,285.0,2021-08-11 22:52:25.030,2021-08-11 23:50:00.000,3454.688,WLM01 ST130,,,2021,
2090895,wl op40 robot 3 wire tangle,287.0,2021-08-11 23:22:30.073,2021-08-11 23:25:41.073,191.007,WLM03 ST130,1731.0,wl op40 robot 3 wire tangle,2021,40.0
2090896,No Comment and No Reason Code,287.0,2021-08-11 23:25:41.073,2021-08-11 23:50:00.000,1458.261,WLM03 ST130,,,2021,
2091083,No Comment and No Reason Code,287.0,2021-08-11 23:50:28.027,2021-08-11 23:52:25.027,117.0,WLM03 ST130,,,2021,
2091089,No Comment and No Reason Code,285.0,2021-08-11 23:50:39.027,2021-08-11 23:52:36.027,117.0,WLM01 ST130,,,2021,
2091196,No Comment and No Reason Code,285.0,2021-08-12 00:19:46.030,2021-08-12 00:20:00.000,13.693,WLM01 ST130,,,2021,
2091272,lunch: overage,287.0,2021-08-12 00:20:00.000,2021-08-12 00:22:16.080,136.811,WLM03 ST130,218.0,lunch: overage,2021,
2091285,No Comment and No Reason Code,285.0,2021-08-12 00:20:00.000,2021-08-12 00:31:06.083,666.819,WLM01 ST130,,,2021,
2091293,No Comment and No Reason Code,287.0,2021-08-12 00:22:16.080,2021-08-12 01:09:02.087,2806.042,WLM03 ST130,,,2021,
2091434,wl op50 robot 3 wire tangle,285.0,2021-08-12 00:31:06.083,2021-08-12 00:39:21.033,494.514,WLM01 ST130,1784.0,wl op50 robot 3 wire tangle,2021,50.0
2091466,No Comment and No Reason Code,285.0,2021-08-12 00:39:21.033,2021-08-12 00:41:18.033,117.0,WLM01 ST130,,,2021,
2091482,wl grob gantry grippers,285.0,2021-08-12 00:41:18.033,2021-08-12 00:51:33.033,615.015,WLM01 ST130,2282.0,wl grob gantry grippers,2021,
2091529,No Comment and No Reason Code,285.0,2021-08-12 00:51:33.033,2021-08-12 02:04:29.093,4376.577,WLM01 ST130,,,2021,
2091691,z11 axis feed disable alarm fault.,287.0,2021-08-12 01:09:02.087,2021-08-12 01:14:57.037,354.51,WLM03 ST130,2277.0,wl grob gantry,2021,
2091706,No Comment and No Reason Code,287.0,2021-08-12 01:14:57.037,2021-08-12 02:45:00.000,5402.637,WLM03 ST130,,,2021,
2091952,v02 slides c10 cylinder advance fault.,285.0,2021-08-12 02:04:29.093,2021-08-12 02:08:10.093,221.007,WLM01 ST130,1668.0,wl op20 work fixture cylinder,2021,
2091956,No Comment and No Reason Code,285.0,2021-08-12 02:08:10.093,2021-08-12 02:40:48.097,1958.04,WLM01 ST130,,,2021,
2092129,waiting for driver,285.0,2021-08-12 02:40:48.097,2021-08-12 02:45:00.000,251.028,WLM01 ST130,277.0,no racks,2021,
2093500,cameras cleaned,287.0,2021-08-12 11:00:00.000,2021-08-12 11:04:40.010,280.114,WLM03 ST130,1921.0,wl op120 blue wrist cameras,2021,
2093501,cameras cleaned,286.0,2021-08-12 11:00:00.000,2021-08-12 11:06:32.060,392.616,WLM02 ST130,1921.0,wl op120 blue wrist cameras,2021,
2093503,cameras cleaned,285.0,2021-08-12 11:00:00.000,2021-08-12 11:03:33.060,213.613,WLM01 ST130,1921.0,wl op120 blue wrist cameras,2021,
2093556,No Comment and No Reason Code,285.0,2021-08-12 11:03:33.060,2021-08-12 11:17:02.013,808.515,WLM01 ST130,,,2021,
2093579,No Comment and No Reason Code,287.0,2021-08-12 11:04:40.010,2021-08-12 11:06:37.010,117.0,WLM03 ST130,,,2021,
2093603,No Comment and No Reason Code,286.0,2021-08-12 11:06:32.060,2021-08-12 11:19:45.013,792.515,WLM02 ST130,,,2021,
2093639,not cycling-had to reset,287.0,2021-08-12 11:06:37.010,2021-08-12 11:14:05.013,448.012,WLM03 ST130,1921.0,wl op120 blue wrist cameras,2021,
2093687,No Comment and No Reason Code,287.0,2021-08-12 11:14:05.013,2021-08-12 11:27:22.013,797.015,WLM03 ST130,,,2021,
2093765,conveyor rh chain sensor 5 not on fault,285.0,2021-08-12 11:17:02.013,2021-08-12 11:27:24.063,622.516,WLM01 ST130,1899.0,wl op105 incoming conveyor,2021,
2093807,not cycling-had to reset,286.0,2021-08-12 11:19:45.013,2021-08-12 11:27:32.063,467.513,WLM02 ST130,1920.0,wl op120,2021,
2093865,No Comment and No Reason Code,285.0,2021-08-12 11:27:24.063,2021-08-12 11:41:02.017,817.514,WLM01 ST130,,,2021,
2093867,No Comment and No Reason Code,286.0,2021-08-12 11:27:32.063,2021-08-12 11:29:29.063,117.0,WLM02 ST130,,,2021,
2093918,drill tool#4 jammed inside the part,287.0,2021-08-12 11:27:22.013,2021-08-12 11:31:54.063,272.508,WLM03 ST130,2233.0,wl grob op10b,2021,
2093930,No Comment and No Reason Code,287.0,2021-08-12 11:31:54.063,2021-08-12 11:35:38.067,224.003,WLM03 ST130,,,2021,
2093937,clamp 1 not close fault at op 45,286.0,2021-08-12 11:29:29.063,2021-08-12 11:35:50.067,381.011,WLM02 ST130,1738.0,wl op45 robot 1 clamp,2021,45.0
2093971,No Comment and No Reason Code,286.0,2021-08-12 11:35:50.067,2021-08-12 11:37:47.067,117.0,WLM02 ST130,,,2021,
2094016,op70-r2-b/b,287.0,2021-08-12 11:35:38.067,2021-08-12 11:39:29.017,230.507,WLM03 ST130,1855.0,wl op70 robot 2 burn back,2021,70.0
2094024,No Comment and No Reason Code,287.0,2021-08-12 11:39:29.017,2021-08-12 12:25:19.070,2750.556,WLM03 ST130,,,2021,
2094039,px1 not made-adjusted,286.0,2021-08-12 11:37:47.067,2021-08-12 11:43:19.067,332.009,WLM02 ST130,1939.0,wl op130 work fixture prox,2021,
2094066,No Comment and No Reason Code,286.0,2021-08-12 11:43:19.067,2021-08-12 11:52:35.067,556.009,WLM02 ST130,,,2021,
2094082,op 60r1 weld id#1 modified for o/l,285.0,2021-08-12 11:41:02.017,2021-08-12 11:54:14.067,792.519,WLM01 ST130,189.0,weld adjustment,2021,60.0
2094178,No Comment and No Reason Code,285.0,2021-08-12 11:54:14.067,2021-08-12 11:56:11.067,117.0,WLM01 ST130,,,2021,
2094201,tool maker making adjustments to the trunion,286.0,2021-08-12 11:52:35.067,2021-08-12 11:57:36.067,301.009,WLM02 ST130,1935.0,wl op130,2021,
2094217,No Comment and No Reason Code,286.0,2021-08-12 11:57:36.067,2021-08-12 12:10:20.070,764.013,WLM02 ST130,,,2021,
2094236,gantry grippers open but sensor stuck on at op20a,285.0,2021-08-12 11:56:11.067,2021-08-12 12:09:58.020,826.52,WLM01 ST130,2282.0,wl grob gantry grippers,2021,20.0
2094317,No Comment and No Reason Code,285.0,2021-08-12 12:09:58.020,2021-08-12 12:11:55.020,117.0,WLM01 ST130,,,2021,
2094357,conveyor chain broken,286.0,2021-08-12 12:10:20.070,2021-08-12 13:25:00.000,4479.305,WLM02 ST130,1917.0,wl op110 proceco wash,2021,
2094374,v02 slide advance not made,285.0,2021-08-12 12:11:55.020,2021-08-12 12:15:38.070,223.508,WLM01 ST130,1668.0,wl op20 work fixture cylinder,2021,
2094377,No Comment and No Reason Code,285.0,2021-08-12 12:15:38.070,2021-08-12 13:05:19.077,2981.062,WLM01 ST130,,,2021,
2094461,lost power after tip change-tps error,287.0,2021-08-12 12:25:19.070,2021-08-12 12:46:41.023,1281.53,WLM03 ST130,1674.0,wl op20 robot 1,2021,
2094581,No Comment and No Reason Code,287.0,2021-08-12 12:46:41.023,2021-08-12 12:57:54.077,673.512,WLM03 ST130,,,2021,
2094699,pp2 not on fault at op 70,287.0,2021-08-12 12:57:54.077,2021-08-12 13:01:47.027,232.508,WLM03 ST130,1819.0,wl op65 robot 1 prox,2021,70.0
2094702,No Comment and No Reason Code,287.0,2021-08-12 13:01:47.027,2021-08-12 13:08:09.027,382.006,WLM03 ST130,,,2021,
2094755,conveyor load pallet stuck as rh chain tension sensor 4 not on fault,285.0,2021-08-12 13:05:19.077,2021-08-12 13:13:53.027,513.516,WLM01 ST130,1899.0,wl op105 incoming conveyor,2021,
2094772,op65-pp2 not turning off after drop off at op 70,287.0,2021-08-12 13:08:09.027,2021-08-12 13:12:30.077,261.508,WLM03 ST130,1819.0,wl op65 robot 1 prox,2021,65.0
2094779,No Comment and No Reason Code,287.0,2021-08-12 13:12:30.077,2021-08-12 13:25:00.000,749.221,WLM03 ST130,,,2021,
2094794,No Comment and No Reason Code,285.0,2021-08-12 13:13:53.027,2021-08-12 13:19:20.080,327.503,WLM01 ST130,,,2021,
2094866,wl op10 robot 2 wire tangle,285.0,2021-08-12 13:19:20.080,2021-08-12 13:25:00.000,339.214,WLM01 ST130,1659.0,wl op10 robot 2 wire tangle,2021,10.0
2094990,break,285.0,2021-08-12 13:25:00.000,2021-08-12 13:40:00.000,900.0,WLM01 ST130,74.0,break,2021,
2094991,break,286.0,2021-08-12 13:25:00.000,2021-08-12 13:40:00.000,900.0,WLM02 ST130,74.0,break,2021,
2094992,break,287.0,2021-08-12 13:25:00.000,2021-08-12 13:25:21.080,21.796,WLM03 ST130,74.0,break,2021,
2094996,No Comment and No Reason Code,287.0,2021-08-12 13:25:21.080,2021-08-12 13:27:18.080,117.0,WLM03 ST130,,,2021,
2095031,break,287.0,2021-08-12 13:27:18.080,2021-08-12 13:40:00.000,761.204,WLM03 ST130,74.0,break,2021,
2095157,break: overage,287.0,2021-08-12 13:40:00.000,2021-08-12 13:44:13.033,253.32,WLM03 ST130,219.0,break: overage,2021,
2095159,break: overage,286.0,2021-08-12 13:40:00.000,2021-08-12 13:43:53.033,233.32,WLM02 ST130,219.0,break: overage,2021,
2095163,break: overage,285.0,2021-08-12 13:40:00.000,2021-08-12 13:42:40.083,160.818,WLM01 ST130,219.0,break: overage,2021,
2095209,No Comment and No Reason Code,285.0,2021-08-12 13:42:40.083,2021-08-12 13:46:12.033,211.503,WLM01 ST130,,,2021,
2095238,No Comment and No Reason Code,286.0,2021-08-12 13:43:53.033,2021-08-12 13:48:07.033,254.003,WLM02 ST130,,,2021,
2095247,No Comment and No Reason Code,287.0,2021-08-12 13:44:13.033,2021-08-12 13:48:12.033,239.003,WLM03 ST130,,,2021,
2095307,part tracking error,285.0,2021-08-12 13:46:12.033,2021-08-12 13:50:07.033,235.007,WLM01 ST130,1919.0,wl op113 drip rack,2021,
2095343,No Comment and No Reason Code,285.0,2021-08-12 13:50:07.033,2021-08-12 14:58:05.090,4078.571,WLM01 ST130,,,2021,
2095372,op45-r1-clamp 1 close not made,287.0,2021-08-12 13:48:12.033,2021-08-12 14:01:06.083,774.504,WLM03 ST130,1738.0,wl op45 robot 1 clamp,2021,45.0
2095373,tool#10 broken,286.0,2021-08-12 13:48:07.033,2021-08-12 13:54:29.083,382.511,WLM02 ST130,2246.0,wl grob op20a broken tool ,2021,
2095406,No Comment and No Reason Code,286.0,2021-08-12 13:54:29.083,2021-08-12 14:03:28.033,538.493,WLM02 ST130,,,2021,
2095473,No Comment and No Reason Code,287.0,2021-08-12 14:01:06.083,2021-08-12 14:26:13.087,1507.03,WLM03 ST130,,,2021,
2095543,wl op70 robot 1 burn back,286.0,2021-08-12 14:03:28.033,2021-08-12 14:08:36.083,308.51,WLM02 ST130,1847.0,wl op70 robot 1 burn back,2021,70.0
2095564,No Comment and No Reason Code,286.0,2021-08-12 14:08:36.083,2021-08-12 14:19:02.033,625.511,WLM02 ST130,,,2021,
2095674,getting bad welds from op 20,286.0,2021-08-12 14:19:02.033,2021-08-12 14:23:13.037,251.009,WLM02 ST130,184.0,bad welds,2021,20.0
2095679,No Comment and No Reason Code,286.0,2021-08-12 14:23:13.037,2021-08-12 15:41:42.043,4709.089,WLM02 ST130,,,2021,
2095736,pp2 replaced as not turning off,287.0,2021-08-12 14:26:13.087,2021-08-12 14:33:42.037,448.513,WLM03 ST130,1819.0,wl op65 robot 1 prox,2021,
2095763,No Comment and No Reason Code,287.0,2021-08-12 14:33:42.037,2021-08-12 15:50:00.000,4577.63,WLM03 ST130,,,2021,
2095954,wl op40 robot 2 wire tangle,285.0,2021-08-12 14:58:05.090,2021-08-12 15:07:49.040,583.515,WLM01 ST130,1723.0,wl op40 robot 2 wire tangle,2021,40.0
2095995,No Comment and No Reason Code,285.0,2021-08-12 15:07:49.040,2021-08-12 15:09:46.040,117.0,WLM01 ST130,,,2021,
2096039,wl op10 robot 2 burn back,285.0,2021-08-12 15:09:46.040,2021-08-12 15:13:29.093,223.507,WLM01 ST130,1658.0,wl op10 robot 2 burn back,2021,10.0
2096042,No Comment and No Reason Code,285.0,2021-08-12 15:13:29.093,2021-08-12 15:25:26.043,716.512,WLM01 ST130,,,2021,
2096168,getting burnt edge on weld id#65.1 after fixing the b/b-robot tech did some pm and modification,285.0,2021-08-12 15:25:26.043,2021-08-12 15:44:49.097,1163.518,WLM01 ST130,1655.0,wl op10 robot 2,2021,
2096269,door not open fault,286.0,2021-08-12 15:41:42.043,2021-08-12 15:46:41.047,299.009,WLM02 ST130,1755.0,wl op50 roll up door,2021,
2096270,No Comment and No Reason Code,285.0,2021-08-12 15:44:49.097,2021-08-12 15:50:00.000,310.049,WLM01 ST130,,,2021,
2096286,No Comment and No Reason Code,286.0,2021-08-12 15:46:41.047,2021-08-12 15:50:00.000,198.545,WLM02 ST130,,,2021,
2096434,No Comment and No Reason Code,287.0,2021-08-12 15:50:27.047,2021-08-12 15:52:24.047,117.0,WLM03 ST130,,,2021,
2096653,lunch: overage,287.0,2021-08-12 16:20:00.000,2021-08-12 16:23:26.100,206.999,WLM03 ST130,218.0,lunch: overage,2021,
2096655,lunch: overage,286.0,2021-08-12 16:20:00.000,2021-08-12 16:21:24.050,84.497,WLM02 ST130,218.0,lunch: overage,2021,
2096659,lunch: overage,285.0,2021-08-12 16:20:00.000,2021-08-12 16:23:16.010,196.101,WLM01 ST130,218.0,lunch: overage,2021,
2096668,No Comment and No Reason Code,286.0,2021-08-12 16:21:24.050,2021-08-12 17:35:32.010,4447.587,WLM02 ST130,,,2021,
2096687,No Comment and No Reason Code,285.0,2021-08-12 16:23:16.010,2021-08-12 16:25:13.010,117.0,WLM01 ST130,,,2021,
2096691,No Comment and No Reason Code,287.0,2021-08-12 16:23:26.100,2021-08-12 17:56:21.060,5574.613,WLM03 ST130,,,2021,
2096774,wire tangled and zone 3 and 5 empty-filling up the zones,285.0,2021-08-12 16:25:13.010,2021-08-12 16:48:16.003,1382.939,WLM01 ST130,1856.0,wl op70 robot 2 wire tangle,2021,3.0
2096943,No Comment and No Reason Code,285.0,2021-08-12 16:48:16.003,2021-08-12 18:45:00.000,7003.96,WLM01 ST130,,,2021,
2097251,pp 6 was turning on/off after weld cycle complete-ended up changing the sensor,286.0,2021-08-12 17:35:32.010,2021-08-12 17:53:47.010,1095.028,WLM02 ST130,1757.0,wl op50 work fixture prox,2021,
2097356,No Comment and No Reason Code,286.0,2021-08-12 17:53:47.010,2021-08-12 18:45:00.000,3072.888,WLM02 ST130,,,2021,
2097397,clamp 1 close not made,287.0,2021-08-12 17:56:21.060,2021-08-12 18:02:01.063,340.012,WLM03 ST130,1738.0,wl op45 robot 1 clamp,2021,
2097421,No Comment and No Reason Code,287.0,2021-08-12 18:02:01.063,2021-08-12 18:45:00.000,2578.376,WLM03 ST130,,,2021,
2097897,No Comment and No Reason Code,287.0,2021-08-12 18:48:12.080,2021-08-12 18:49:00.000,47.192,WLM03 ST130,,,2021,
2098119,No Comment and No Reason Code,287.0,2021-08-12 18:49:00.000,2021-08-12 18:50:00.000,60.0,WLM03 ST130,,,2021,
2098290,No Comment and No Reason Code,285.0,2021-08-12 18:57:59.033,2021-08-12 19:00:00.000,120.679,WLM01 ST130,,,2021,
2098291,No Comment and No Reason Code,286.0,2021-08-12 18:58:00.083,2021-08-12 19:00:00.000,119.179,WLM02 ST130,,,2021,
2098310,No Comment and No Reason Code,286.0,2021-08-12 19:00:00.000,2021-08-12 19:23:34.033,1414.336,WLM02 ST130,,,2021,
2098422,No Comment and No Reason Code,285.0,2021-08-12 19:00:00.000,2021-08-12 19:38:11.087,2291.855,WLM01 ST130,,,2021,
2098656,wl op40 robot 3 wire tangle,286.0,2021-08-12 19:23:34.033,2021-08-12 19:26:50.083,196.507,WLM02 ST130,1731.0,wl op40 robot 3 wire tangle,2021,40.0
2098657,No Comment and No Reason Code,286.0,2021-08-12 19:26:50.083,2021-08-12 20:08:09.090,2479.051,WLM02 ST130,,,2021,
2098752,"op#20 faulted due to c10/c11 slides advance fault, replaced end cap and reflector beam components.",285.0,2021-08-12 19:38:11.087,2021-08-12 19:49:00.000,648.145,WLM01 ST130,1668.0,wl op20 work fixture cylinder,2021,20.0
2098867,No Comment and No Reason Code,285.0,2021-08-12 19:55:25.087,2021-08-12 20:11:59.090,994.015,WLM01 ST130,,,2021,
2098970,heat breaks,286.0,2021-08-12 20:08:09.090,2021-08-12 20:19:00.000,650.106,WLM02 ST130,397.0,heat breaks,2021,
2098991,heat breaks,285.0,2021-08-12 20:11:59.090,2021-08-12 20:21:24.090,565.014,WLM01 ST130,397.0,heat breaks,2021,
2099055,No Comment and No Reason Code,285.0,2021-08-12 20:21:24.090,2021-08-12 21:04:46.097,2602.054,WLM01 ST130,,,2021,
2099113,No Comment and No Reason Code,286.0,2021-08-12 20:26:23.043,2021-08-12 20:28:20.043,117.0,WLM02 ST130,,,2021,
2099117,"op#60 r#1 and r#2 welds coming bad, replaced tips.",285.0,2021-08-12 19:49:00.000,2021-08-12 19:55:25.087,385.88300000000004,WLM01 ST130,1798.0,wl op60 robot 1,2021,60.0
2099137,wl op70 robot 2 wire tangle,286.0,2021-08-12 20:19:00.000,2021-08-12 20:26:23.043,443.4179999999999,WLM02 ST130,1856.0,wl op70 robot 2 wire tangle,2021,70.0
2099161,robotech touchup weld id#112 & 195,286.0,2021-08-12 20:28:20.043,2021-08-12 20:31:54.043,214.007,WLM02 ST130,1675.0,wl op20 robot 1 weld touch-up,2021,
2099164,No Comment and No Reason Code,286.0,2021-08-12 20:31:54.043,2021-08-12 20:45:11.093,797.515,WLM02 ST130,,,2021,
2099272,"load stop advance fault, plc tech reset memory bit.",286.0,2021-08-12 20:45:11.093,2021-08-12 21:04:43.047,1171.527,WLM02 ST130,1892.0,wl op95 exit conveyor,2021,
2099408,No Comment and No Reason Code,286.0,2021-08-12 21:04:43.047,2021-08-12 21:25:00.000,1216.533,WLM02 ST130,,,2021,
2099428,wl op50 robot 3 wire tangle,285.0,2021-08-12 21:04:46.097,2021-08-12 21:09:52.047,305.508,WLM01 ST130,1784.0,wl op50 robot 3 wire tangle,2021,50.0
2099436,No Comment and No Reason Code,285.0,2021-08-12 21:09:52.047,2021-08-12 21:25:00.000,907.526,WLM01 ST130,,,2021,
2099610,break,285.0,2021-08-12 21:25:00.000,2021-08-12 21:40:00.000,900.0,WLM01 ST130,74.0,break,2021,
2099611,break,286.0,2021-08-12 21:25:00.000,2021-08-12 21:40:00.000,900.0,WLM02 ST130,74.0,break,2021,
2099790,break: overage,286.0,2021-08-12 21:40:00.000,2021-08-12 21:40:37.050,37.513,WLM02 ST130,219.0,break: overage,2021,
2099791,break: overage,285.0,2021-08-12 21:40:00.000,2021-08-12 21:42:16.050,136.515,WLM01 ST130,219.0,break: overage,2021,
2099797,No Comment and No Reason Code,286.0,2021-08-12 21:40:37.050,2021-08-12 22:49:32.010,4134.586,WLM02 ST130,,,2021,
