,comment,machine_id,start_time,end_time,duration,name,downtime_code_id,Name_2,year,Station
1444043,shortage of components 07/08 due to labels being on hold-stopped the line,287.0,2021-04-09 15:56:48.003,2021-04-09 16:05:00.000,491.98,WLM03 ST130,253.0,qa-sms-alert,2021,7.0
1444288,lunch: overage,287.0,2021-04-09 16:35:00.000,2021-04-09 16:45:00.000,600.0,WLM03 ST130,218.0,lunch: overage,2021,
1444289,lunch: overage,286.0,2021-04-09 16:35:00.000,2021-04-09 16:44:28.053,568.534,WLM02 ST130,218.0,lunch: overage,2021,
1444319,No Comment and No Reason Code,286.0,2021-04-09 16:44:28.053,2021-04-09 17:08:50.077,1462.223,WLM02 ST130,,,2021,
1444389,07/08 components were still on hold,287.0,2021-04-09 16:45:00.000,2021-04-09 16:56:41.020,701.216,WLM03 ST130,253.0,qa-sms-alert,2021,7.0
1444390,shutdown,285.0,2021-04-09 16:45:00.000,2021-04-09 18:50:00.000,7500.0,WLM01 ST130,78.0,shutdown,2021,
1444443,No Comment and No Reason Code,287.0,2021-04-09 16:56:41.020,2021-04-09 17:12:17.060,936.376,WLM03 ST130,,,2021,
1444505,replaced wire drum,286.0,2021-04-09 17:08:50.077,2021-04-09 17:18:14.073,563.963,WLM02 ST130,1674.0,wl op20 robot 1,2021,
1444524,gantry stuck in the loop over grob op 20b,287.0,2021-04-09 17:12:17.060,2021-04-09 17:18:55.097,398.362,WLM03 ST130,1897.0,zone 4,2021,20.0
1444534,No Comment and No Reason Code,286.0,2021-04-09 17:18:14.073,2021-04-09 17:41:33.097,1399.253,WLM02 ST130,,,2021,
1444535,No Comment and No Reason Code,287.0,2021-04-09 17:18:55.097,2021-04-09 17:50:38.063,1902.667,WLM03 ST130,,,2021,
1444663,back up error,286.0,2021-04-09 17:41:33.097,2021-04-09 17:44:52.020,198.222,WLM02 ST130,1688.0,wl op20 robot 2 weld power source,2021,
1444666,No Comment and No Reason Code,286.0,2021-04-09 17:44:52.020,2021-04-09 18:37:17.060,3145.408,WLM02 ST130,,,2021,
1444756,collisions error at position 1 ,287.0,2021-04-09 17:50:38.063,2021-04-09 17:54:44.070,246.089,WLM03 ST130,1869.0,wl op75 robot 1 drop pos touch-up,2021,
1444761,No Comment and No Reason Code,287.0,2021-04-09 17:54:44.070,2021-04-09 18:11:13.047,988.743,WLM03 ST130,,,2021,
1444841,weld id #4 modified due to b/t issue,287.0,2021-04-09 18:11:13.047,2021-04-09 18:14:36.040,202.959,WLM03 ST130,189.0,weld adjustment,2021,
1444843,No Comment and No Reason Code,287.0,2021-04-09 18:14:36.040,2021-04-09 18:38:26.070,1430.297,WLM03 ST130,,,2021,
1444956,meetings,286.0,2021-04-09 18:37:17.060,2021-04-09 18:45:00.000,462.397,WLM02 ST130,75.0,meetings,2021,
1444964,meetings,287.0,2021-04-09 18:38:26.070,2021-04-09 18:45:00.000,393.291,WLM03 ST130,75.0,meetings,2021,
1445068,meetings,286.0,2021-04-09 18:45:00.000,2021-04-09 18:49:00.000,240.0,WLM02 ST130,75.0,meetings,2021,
1445069,meetings,287.0,2021-04-09 18:45:00.000,2021-04-09 18:49:00.000,240.0,WLM03 ST130,75.0,meetings,2021,
1445164,meetings,287.0,2021-04-09 18:49:00.000,2021-04-09 18:50:00.000,60.0,WLM03 ST130,75.0,meetings,2021,
1445165,meetings,286.0,2021-04-09 18:49:00.000,2021-04-09 18:50:00.000,60.0,WLM02 ST130,75.0,meetings,2021,
1445381,shutdown,285.0,2021-04-09 18:50:00.000,2021-04-10 02:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1446126,shutdown,285.0,2021-04-10 02:50:00.000,2021-04-10 10:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1446406,shutdown,285.0,2021-04-10 10:50:00.000,2021-04-10 18:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1446739,shutdown,285.0,2021-04-10 18:50:00.000,2021-04-11 02:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1447014,shutdown,285.0,2021-04-11 02:50:00.000,2021-04-11 10:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1447280,shutdown,285.0,2021-04-11 10:50:00.000,2021-04-11 18:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1447533,shutdown,285.0,2021-04-11 18:50:00.000,2021-04-12 02:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1447806,shutdown,285.0,2021-04-12 02:50:00.000,2021-04-12 10:50:00.000,28800.0,WLM01 ST130,78.0,shutdown,2021,
1448360,shutdown,285.0,2021-04-12 10:50:00.000,2021-04-12 16:45:41.017,21341.152,WLM01 ST130,78.0,shutdown,2021,
1448463,No Comment and No Reason Code,287.0,2021-04-12 11:05:43.000,2021-04-12 11:09:17.003,214.034,WLM03 ST130,,,2021,
1448467,No Comment and No Reason Code,286.0,2021-04-12 11:05:54.040,2021-04-12 11:22:29.033,994.918,WLM02 ST130,,,2021,
1448508,reamer not getting home signal fault,287.0,2021-04-12 11:09:17.003,2021-04-12 11:18:07.047,530.429,WLM03 ST130,1851.0,wl op70 robot 1 tip reamer,2021,
1448527,No Comment and No Reason Code,287.0,2021-04-12 11:18:07.047,2021-04-12 11:27:03.000,535.539,WLM03 ST130,,,2021,
1448545,air pressure fault,286.0,2021-04-12 11:22:29.033,2021-04-12 11:26:12.003,222.709,WLM02 ST130,1740.0,wl op45 robot 1 valve,2021,
1448547,No Comment and No Reason Code,286.0,2021-04-12 11:26:12.003,2021-04-12 13:20:00.000,6827.963,WLM02 ST130,,,2021,
1448559,reamer not home signal fault,287.0,2021-04-12 11:27:03.000,2021-04-12 11:46:32.007,1169.065,WLM03 ST130,1851.0,wl op70 robot 1 tip reamer,2021,
1448652,No Comment and No Reason Code,287.0,2021-04-12 11:46:32.007,2021-04-12 11:50:10.053,218.454,WLM03 ST130,,,2021,
1448687,weld id#89 modified due to o/l,287.0,2021-04-12 11:50:10.053,2021-04-12 11:54:25.053,255.007,WLM03 ST130,189.0,weld adjustment,2021,
1448694,No Comment and No Reason Code,287.0,2021-04-12 11:54:25.053,2021-04-12 11:56:22.053,117.0,WLM03 ST130,,,2021,
1448707,pp6 went off after weld cycle started ,287.0,2021-04-12 11:56:22.053,2021-04-12 11:59:45.033,202.801,WLM03 ST130,1666.0,wl op20 work fixture prox,2021,
1448708,No Comment and No Reason Code,287.0,2021-04-12 11:59:45.033,2021-04-12 12:04:08.093,263.612,WLM03 ST130,,,2021,
1448742,slide v02 not advance fault,287.0,2021-04-12 12:04:08.093,2021-04-12 12:12:37.043,508.494,WLM03 ST130,1792.0,wl op60 work fixture valve,2021,
1448771,No Comment and No Reason Code,287.0,2021-04-12 12:12:37.043,2021-04-12 12:17:31.040,293.973,WLM03 ST130,,,2021,
1448836,robot tool fault,287.0,2021-04-12 12:17:31.040,2021-04-12 12:24:40.020,428.789,WLM03 ST130,1812.0,wl op60 robot 2 weld power source,2021,
1448859,No Comment and No Reason Code,287.0,2021-04-12 12:24:40.020,2021-04-12 13:20:00.000,3319.799,WLM03 ST130,,,2021,
1449057,break,286.0,2021-04-12 13:20:00.000,2021-04-12 13:35:00.000,900.0,WLM02 ST130,74.0,break,2021,
1449058,break,287.0,2021-04-12 13:20:00.000,2021-04-12 13:35:00.000,900.0,WLM03 ST130,74.0,break,2021,
1449181,break: overage,287.0,2021-04-12 13:35:00.000,2021-04-12 13:40:15.033,315.346,WLM03 ST130,219.0,break: overage,2021,
1449182,break: overage,286.0,2021-04-12 13:35:00.000,2021-04-12 13:37:38.020,158.202,WLM02 ST130,219.0,break: overage,2021,
1449189,No Comment and No Reason Code,286.0,2021-04-12 13:37:38.020,2021-04-12 13:48:43.007,664.867,WLM02 ST130,,,2021,
1449208,No Comment and No Reason Code,287.0,2021-04-12 13:40:15.033,2021-04-12 14:19:48.043,2373.079,WLM03 ST130,,,2021,
1449309,noodling,286.0,2021-04-12 13:48:43.007,2021-04-12 13:53:13.077,270.696,WLM02 ST130,1677.0,wl op20 robot 1 burn back,2021,
1449315,No Comment and No Reason Code,286.0,2021-04-12 13:53:13.077,2021-04-12 14:15:05.053,1311.781,WLM02 ST130,,,2021,
1449375,wl op40 robot 1 wire tangle,286.0,2021-04-12 14:15:05.053,2021-04-12 14:20:15.060,310.054,WLM02 ST130,1715.0,wl op40 robot 1 wire tangle,2021,40.0
1449379,No Comment and No Reason Code,286.0,2021-04-12 14:20:15.060,2021-04-12 15:35:55.007,4539.475,WLM02 ST130,,,2021,
1449387,op 105r1 collision at the wash line conveyor due to off position pallet,287.0,2021-04-12 14:19:48.043,2021-04-12 14:31:44.060,716.185,WLM03 ST130,1899.0,wl op105 incoming conveyor,2021,105.0
1449435,No Comment and No Reason Code,287.0,2021-04-12 14:31:44.060,2021-04-12 16:05:00.000,5595.39,WLM03 ST130,,,2021,
1449737,memory bit issue,286.0,2021-04-12 15:35:55.007,2021-04-12 15:49:40.017,825.107,WLM02 ST130,1899.0,wl op105 incoming conveyor,2021,
1449784,No Comment and No Reason Code,286.0,2021-04-12 15:49:40.017,2021-04-12 16:05:00.000,919.818,WLM02 ST130,,,2021,
1450176,lunch: overage,287.0,2021-04-12 16:35:00.000,2021-04-12 16:39:55.007,295.073,WLM03 ST130,218.0,lunch: overage,2021,
1450178,lunch: overage,286.0,2021-04-12 16:35:00.000,2021-04-12 16:37:31.017,151.162,WLM02 ST130,218.0,lunch: overage,2021,
1450189,No Comment and No Reason Code,286.0,2021-04-12 16:37:31.017,2021-04-12 16:41:05.033,214.163,WLM02 ST130,,,2021,
1450199,No Comment and No Reason Code,287.0,2021-04-12 16:39:55.007,2021-04-12 17:12:12.040,1937.34,WLM03 ST130,,,2021,
1450231,wash line initialization process in progress after lunch,286.0,2021-04-12 16:41:05.033,2021-04-12 16:45:11.030,245.968,WLM02 ST130,1917.0,wl op110 proceco wash,2021,
1450269,No Comment and No Reason Code,286.0,2021-04-12 16:45:11.030,2021-04-12 16:47:08.030,117.0,WLM02 ST130,,,2021,
1450274,No Comment and No Reason Code,285.0,2021-04-12 16:45:41.017,2021-04-12 16:52:16.073,395.593,WLM01 ST130,,,2021,
1450293,wl op70 robot 1 wire tangle,286.0,2021-04-12 16:47:08.030,2021-04-12 16:56:58.053,590.236,WLM02 ST130,1848.0,wl op70 robot 1 wire tangle,2021,70.0
1450322,No Comment and No Reason Code,286.0,2021-04-12 16:56:58.053,2021-04-12 18:21:54.003,5095.491,WLM02 ST130,,,2021,
1450396,weld id#100 modified due to b/t issue,287.0,2021-04-12 17:12:12.040,2021-04-12 17:15:29.090,197.501,WLM03 ST130,189.0,weld adjustment,2021,
1450397,No Comment and No Reason Code,287.0,2021-04-12 17:15:29.090,2021-04-12 18:37:47.027,4937.352,WLM03 ST130,,,2021,
1450484,No Comment and No Reason Code,285.0,2021-04-12 17:37:01.087,2021-04-12 17:38:58.087,117.0,WLM01 ST130,,,2021,
1450706, wl op30 robot 4 clamp,286.0,2021-04-12 18:21:54.003,2021-04-12 18:25:09.010,195.084,WLM02 ST130,1628.0, wl op30 robot 4 clamp,2021,30.0
1450707,No Comment and No Reason Code,286.0,2021-04-12 18:25:09.010,2021-04-12 18:37:14.010,724.991,WLM02 ST130,,,2021,
1450783,meetings,286.0,2021-04-12 18:37:14.010,2021-04-12 18:45:00.000,465.905,WLM02 ST130,75.0,meetings,2021,
1450789,meetings,287.0,2021-04-12 18:37:47.027,2021-04-12 18:45:00.000,432.734,WLM03 ST130,75.0,meetings,2021,
1450908,meetings,286.0,2021-04-12 18:45:00.000,2021-04-12 18:49:00.000,240.0,WLM02 ST130,75.0,meetings,2021,
1450909,meetings,287.0,2021-04-12 18:45:00.000,2021-04-12 18:49:00.000,240.0,WLM03 ST130,75.0,meetings,2021,
1451015,meetings,287.0,2021-04-12 18:49:00.000,2021-04-12 18:50:00.000,60.0,WLM03 ST130,75.0,meetings,2021,
1451017,meetings,286.0,2021-04-12 18:49:00.000,2021-04-12 18:50:00.000,60.0,WLM02 ST130,75.0,meetings,2021,
1452584,No Comment and No Reason Code,286.0,2021-04-13 10:59:16.003,2021-04-13 11:04:00.010,284.037,WLM02 ST130,,,2021,
1452610,No Comment and No Reason Code,287.0,2021-04-13 11:00:53.017,2021-04-13 11:05:00.083,247.646,WLM03 ST130,,,2021,
1452642,pp sensor not made issue,286.0,2021-04-13 11:04:00.010,2021-04-13 11:09:09.087,309.785,WLM02 ST130,1629.0, wl op30 robot 4 prox,2021,
1452654,wl op50 robot 2 burn back,287.0,2021-04-13 11:05:00.083,2021-04-13 11:11:24.010,383.27,WLM03 ST130,1775.0,wl op50 robot 2 burn back,2021,50.0
1452664,No Comment and No Reason Code,286.0,2021-04-13 11:09:09.087,2021-04-13 11:14:52.087,343.004,WLM02 ST130,,,2021,
1452682,No Comment and No Reason Code,287.0,2021-04-13 11:11:24.010,2021-04-13 11:48:44.040,2240.298,WLM03 ST130,,,2021,
1452733,gripper not open fault at op 43,286.0,2021-04-13 11:14:52.087,2021-04-13 11:27:22.060,749.717,WLM02 ST130,1628.0, wl op30 robot 4 clamp,2021,43.0
1452776,No Comment and No Reason Code,286.0,2021-04-13 11:27:22.060,2021-04-13 11:49:01.040,1298.801,WLM02 ST130,,,2021,
1452899,weld id #67 modified,287.0,2021-04-13 11:48:44.040,2021-04-13 11:52:23.037,218.96,WLM03 ST130,189.0,weld adjustment,2021,
1452903,wl op40 robot 1 wire tangle,286.0,2021-04-13 11:49:01.040,2021-04-13 11:53:07.090,246.504,WLM02 ST130,1715.0,wl op40 robot 1 wire tangle,2021,40.0
1452905,No Comment and No Reason Code,287.0,2021-04-13 11:52:23.037,2021-04-13 11:55:50.097,207.626,WLM03 ST130,,,2021,
1452915,No Comment and No Reason Code,286.0,2021-04-13 11:53:07.090,2021-04-13 12:02:31.010,563.21,WLM02 ST130,,,2021,
1452945,porosity welds from op 20-r1,287.0,2021-04-13 11:55:50.097,2021-04-13 11:59:52.097,241.978,WLM03 ST130,184.0,bad welds,2021,20.0
1452953,No Comment and No Reason Code,287.0,2021-04-13 11:59:52.097,2021-04-13 12:04:19.093,266.985,WLM03 ST130,,,2021,
1452979,"
d sleeve failing on thickness gauge",286.0,2021-04-13 12:02:31.010,2021-04-13 12:08:46.007,374.964,WLM02 ST130,240.0,dimensional adjustment,2021,
1452991,pi0ck up issue at op 113,287.0,2021-04-13 12:04:19.093,2021-04-13 12:11:21.017,421.227,WLM03 ST130,1904.0,wl op105 robot 1,2021,113.0
1452998,No Comment and No Reason Code,286.0,2021-04-13 12:08:46.007,2021-04-13 12:14:03.033,317.263,WLM02 ST130,,,2021,
1453012,No Comment and No Reason Code,287.0,2021-04-13 12:11:21.017,2021-04-13 12:22:16.077,655.599,WLM03 ST130,,,2021,
1453034,tooling adjustments done at grob op 20a,286.0,2021-04-13 12:14:03.033,2021-04-13 12:27:33.093,810.607,WLM02 ST130,240.0,dimensional adjustment,2021,20.0
1453054,pick up issue at op 113 drip rack,287.0,2021-04-13 12:22:16.077,2021-04-13 12:27:29.093,313.176,WLM03 ST130,1904.0,wl op105 robot 1,2021,113.0
1453062,No Comment and No Reason Code,287.0,2021-04-13 12:27:29.093,2021-04-13 12:35:35.040,485.443,WLM03 ST130,,,2021,
1453063,No Comment and No Reason Code,286.0,2021-04-13 12:27:33.093,2021-04-13 12:33:37.013,363.193,WLM02 ST130,,,2021,
1453128,tooling adjustments done at grob op 20a for d sleeve,286.0,2021-04-13 12:33:37.013,2021-04-13 12:45:03.040,686.276,WLM02 ST130,240.0,dimensional adjustment,2021,20.0
1453138,porosity welds from op 20-r1,287.0,2021-04-13 12:35:35.040,2021-04-13 12:40:01.060,266.218,WLM03 ST130,184.0,bad welds,2021,20.0
1453142,No Comment and No Reason Code,287.0,2021-04-13 12:40:01.060,2021-04-13 12:53:37.070,816.112,WLM03 ST130,,,2021,
1453173,No Comment and No Reason Code,286.0,2021-04-13 12:45:03.040,2021-04-13 12:47:00.040,117.0,WLM02 ST130,,,2021,
1453209,r1/2 tips were changed due to bad welds,286.0,2021-04-13 12:47:00.040,2021-04-13 12:51:15.097,255.553,WLM02 ST130,1674.0,wl op20 robot 1,2021,1.0
1453224,No Comment and No Reason Code,286.0,2021-04-13 12:51:15.097,2021-04-13 12:53:12.097,117.0,WLM02 ST130,,,2021,
1453248,path segment issue with r2,286.0,2021-04-13 12:53:12.097,2021-04-13 13:03:00.087,587.918,WLM02 ST130,1798.0,wl op60 robot 1,2021,
1453249,porosity welds from op 20-r1,287.0,2021-04-13 12:53:37.070,2021-04-13 12:57:13.027,215.537,WLM03 ST130,184.0,bad welds,2021,20.0
1453251,No Comment and No Reason Code,287.0,2021-04-13 12:57:13.027,2021-04-13 13:01:48.090,275.641,WLM03 ST130,,,2021,
1453297,No Comment and No Reason Code,286.0,2021-04-13 13:03:00.087,2021-04-13 13:20:00.000,1019.119,WLM02 ST130,,,2021,
1453308,porosity welds from op 20-r1,287.0,2021-04-13 13:01:48.090,2021-04-13 13:09:58.087,489.98,WLM03 ST130,184.0,bad welds,2021,20.0
1453331,No Comment and No Reason Code,287.0,2021-04-13 13:09:58.087,2021-04-13 13:13:58.000,239.137,WLM03 ST130,,,2021,
1453373,porosity welds from op 20-r1,287.0,2021-04-13 13:13:58.000,2021-04-13 13:17:06.033,188.337,WLM03 ST130,184.0,bad welds,2021,20.0
1453374,No Comment and No Reason Code,287.0,2021-04-13 13:17:06.033,2021-04-13 13:20:00.000,173.654,WLM03 ST130,,,2021,
1453460,break,286.0,2021-04-13 13:20:00.000,2021-04-13 13:35:00.000,900.0,WLM02 ST130,74.0,break,2021,
1453461,break,287.0,2021-04-13 13:20:00.000,2021-04-13 13:35:00.000,900.0,WLM03 ST130,74.0,break,2021,
1453608,break: overage,287.0,2021-04-13 13:35:00.000,2021-04-13 13:41:01.073,361.732,WLM03 ST130,219.0,break: overage,2021,
1453609,break: overage,286.0,2021-04-13 13:35:00.000,2021-04-13 13:40:22.083,322.821,WLM02 ST130,219.0,break: overage,2021,
1453637,No Comment and No Reason Code,286.0,2021-04-13 13:40:22.083,2021-04-13 14:08:45.007,1702.262,WLM02 ST130,,,2021,
1453650,No Comment and No Reason Code,287.0,2021-04-13 13:41:01.073,2021-04-13 14:13:01.020,1919.477,WLM03 ST130,,,2021,
1453873,wl op70 robot 2 burn back,286.0,2021-04-13 14:08:45.007,2021-04-13 14:11:48.070,183.628,WLM02 ST130,1855.0,wl op70 robot 2 burn back,2021,70.0
1453874,No Comment and No Reason Code,286.0,2021-04-13 14:11:48.070,2021-04-13 14:19:13.027,444.568,WLM02 ST130,,,2021,
1453900,wl op20 robot 1 burn back,287.0,2021-04-13 14:13:01.020,2021-04-13 14:19:30.043,389.227,WLM03 ST130,1677.0,wl op20 robot 1 burn back,2021,20.0
1453911,No Comment and No Reason Code,287.0,2021-04-13 14:19:30.043,2021-04-13 14:26:36.087,426.425,WLM03 ST130,,,2021,
1453929,wl op70 robot 2 burn back,286.0,2021-04-13 14:19:13.027,2021-04-13 14:24:43.073,330.442,WLM02 ST130,1855.0,wl op70 robot 2 burn back,2021,70.0
1453939,No Comment and No Reason Code,286.0,2021-04-13 14:24:43.073,2021-04-13 14:38:13.033,809.606,WLM02 ST130,,,2021,
1453999,collision at op 63-position 1,287.0,2021-04-13 14:26:36.087,2021-04-13 14:36:57.067,620.793,WLM03 ST130,1742.0,wl op45 robot 1 pick pos touch-up,2021,63.0
1454005,No Comment and No Reason Code,285.0,2021-04-13 14:30:33.090,2021-04-13 14:32:30.090,117.0,WLM01 ST130,,,2021,
1454061,No Comment and No Reason Code,287.0,2021-04-13 14:36:57.067,2021-04-13 14:47:27.070,630.032,WLM03 ST130,,,2021,
1454091,clamp not open fault,286.0,2021-04-13 14:38:13.033,2021-04-13 14:42:35.070,262.372,WLM02 ST130,1628.0, wl op30 robot 4 clamp,2021,
1454095,No Comment and No Reason Code,286.0,2021-04-13 14:42:35.070,2021-04-13 14:56:05.010,809.417,WLM02 ST130,,,2021,
1454125,waiting for tool check ack,287.0,2021-04-13 14:47:27.070,2021-04-13 15:01:51.027,863.592,WLM03 ST130,2277.0,wl grob gantry,2021,
1454150,noodling,286.0,2021-04-13 14:56:05.010,2021-04-13 15:01:30.013,325.007,WLM02 ST130,1685.0,wl op20 robot 2 burn back,2021,
1454164,No Comment and No Reason Code,286.0,2021-04-13 15:01:30.013,2021-04-13 15:15:08.013,818.009,WLM02 ST130,,,2021,
1454165,No Comment and No Reason Code,287.0,2021-04-13 15:01:51.027,2021-04-13 15:55:03.007,3191.804,WLM03 ST130,,,2021,
1454226,running at 50%,286.0,2021-04-13 15:15:08.013,2021-04-13 15:18:39.003,210.893,WLM02 ST130,1897.0,zone 4,2021,
1454227,No Comment and No Reason Code,286.0,2021-04-13 15:18:39.003,2021-04-13 15:46:04.087,1645.83,WLM02 ST130,,,2021,
1454392,running at 50%,286.0,2021-04-13 15:46:04.087,2021-04-13 15:49:50.070,225.849,WLM02 ST130,1897.0,zone 4,2021,
1454398,No Comment and No Reason Code,286.0,2021-04-13 15:49:50.070,2021-04-13 16:05:00.000,909.296,WLM02 ST130,,,2021,
1454452,welder cycle time overage due to rework of porosity welds,287.0,2021-04-13 15:55:03.007,2021-04-13 15:58:32.053,209.458,WLM03 ST130,1831.0,wl op80,2021,
1454454,No Comment and No Reason Code,287.0,2021-04-13 15:58:32.053,2021-04-13 16:00:29.053,117.0,WLM03 ST130,,,2021,
1454475,cycle time overage for the welder ,287.0,2021-04-13 16:00:29.053,2021-04-13 16:04:30.090,241.351,WLM03 ST130,1831.0,wl op80,2021,
1454483,No Comment and No Reason Code,287.0,2021-04-13 16:04:30.090,2021-04-13 16:05:00.000,29.109,WLM03 ST130,,,2021,
1454653,No Comment and No Reason Code,285.0,2021-04-13 16:24:40.007,2021-04-13 16:26:37.007,117.0,WLM01 ST130,,,2021,
1454766,lunch: overage,287.0,2021-04-13 16:35:00.000,2021-04-13 16:45:00.000,600.0,WLM03 ST130,218.0,lunch: overage,2021,
1454767,lunch: overage,286.0,2021-04-13 16:35:00.000,2021-04-13 16:39:45.040,285.404,WLM02 ST130,218.0,lunch: overage,2021,
1454787,No Comment and No Reason Code,286.0,2021-04-13 16:39:45.040,2021-04-13 17:07:13.023,1647.836,WLM02 ST130,,,2021,
1454879,weld id #90 modified,287.0,2021-04-13 16:45:00.000,2021-04-13 16:51:27.047,387.483,WLM03 ST130,189.0,weld adjustment,2021,
1454911,No Comment and No Reason Code,287.0,2021-04-13 16:51:27.047,2021-04-13 16:53:24.047,117.0,WLM03 ST130,,,2021,
1454953,lca hole detect sensor dirty,287.0,2021-04-13 16:53:24.047,2021-04-13 17:02:06.083,522.334,WLM03 ST130,1899.0,wl op105 incoming conveyor,2021,
1454989,No Comment and No Reason Code,287.0,2021-04-13 17:02:06.083,2021-04-13 17:07:42.073,335.923,WLM03 ST130,,,2021,
1455072,No Comment and No Reason Code,285.0,2021-04-13 17:09:00.017,2021-04-13 17:12:51.083,231.658,WLM01 ST130,,,2021,
1455089,running at 50%,286.0,2021-04-13 17:07:13.023,2021-04-13 17:15:07.027,474.025,WLM02 ST130,1897.0,zone 4,2021,
1455091,pp7 stuck on,287.0,2021-04-13 17:07:42.073,2021-04-13 17:13:51.033,368.602,WLM03 ST130,1761.0,wl op50 work fixture electrical,2021,
1455104,No Comment and No Reason Code,287.0,2021-04-13 17:13:51.033,2021-04-13 17:19:18.053,327.191,WLM03 ST130,,,2021,
1455112,No Comment and No Reason Code,286.0,2021-04-13 17:15:07.027,2021-04-13 17:23:17.033,490.082,WLM02 ST130,,,2021,
1455140,weld id #91 modified,287.0,2021-04-13 17:19:18.053,2021-04-13 17:24:29.053,310.989,WLM03 ST130,189.0,weld adjustment,2021,
1455154,No Comment and No Reason Code,287.0,2021-04-13 17:24:29.053,2021-04-13 17:36:32.033,722.808,WLM03 ST130,,,2021,
1455163,noodling,286.0,2021-04-13 17:23:17.033,2021-04-13 17:28:58.057,341.228,WLM02 ST130,1685.0,wl op20 robot 2 burn back,2021,
1455174,No Comment and No Reason Code,286.0,2021-04-13 17:28:58.057,2021-04-13 17:36:12.077,434.201,WLM02 ST130,,,2021,
1455228,running at 50%,286.0,2021-04-13 17:36:12.077,2021-04-13 17:39:30.097,198.198,WLM02 ST130,1897.0,zone 4,2021,
1455230,No Comment and No Reason Code,286.0,2021-04-13 17:39:30.097,2021-04-13 17:47:41.060,490.615,WLM02 ST130,,,2021,
1455232,cycle time overage for welder,287.0,2021-04-13 17:36:32.033,2021-04-13 17:40:19.060,227.286,WLM03 ST130,1831.0,wl op80,2021,
1455235,No Comment and No Reason Code,287.0,2021-04-13 17:40:19.060,2021-04-13 17:42:16.060,117.0,WLM03 ST130,,,2021,
1455274,cycle time overage for the welder,287.0,2021-04-13 17:42:16.060,2021-04-13 17:45:30.060,193.973,WLM03 ST130,1831.0,wl op80,2021,
1455277,No Comment and No Reason Code,287.0,2021-04-13 17:45:30.060,2021-04-13 18:31:43.047,2772.867,WLM03 ST130,,,2021,
1455292,No Comment and No Reason Code,285.0,2021-04-13 17:48:25.060,2021-04-13 17:55:13.083,408.256,WLM01 ST130,,,2021,
1455298,operator went to run parts for engineering on line1,286.0,2021-04-13 17:47:41.060,2021-04-13 18:00:41.033,779.734,WLM02 ST130,234.0,no operator,2021,
1455341,No Comment and No Reason Code,286.0,2021-04-13 18:00:41.033,2021-04-13 18:24:12.023,1410.924,WLM02 ST130,,,2021,
1455464, wl op30 robot 4 clamp,286.0,2021-04-13 18:24:12.023,2021-04-13 18:29:18.023,305.998,WLM02 ST130,1628.0, wl op30 robot 4 clamp,2021,30.0
1455474,No Comment and No Reason Code,286.0,2021-04-13 18:29:18.023,2021-04-13 18:35:28.050,370.252,WLM02 ST130,,,2021,
1455502,cycle time overage for the welder,287.0,2021-04-13 18:31:43.047,2021-04-13 18:36:04.043,260.975,WLM03 ST130,1831.0,wl op80,2021,
1455511,No Comment and No Reason Code,287.0,2021-04-13 18:36:04.043,2021-04-13 18:38:01.043,117.0,WLM03 ST130,,,2021,
1455524,weld #106 t/u,286.0,2021-04-13 18:35:28.050,2021-04-13 18:45:00.000,571.503,WLM02 ST130,1675.0,wl op20 robot 1 weld touch-up,2021,
1455560,meetings,287.0,2021-04-13 18:38:01.043,2021-04-13 18:45:00.000,418.569,WLM03 ST130,75.0,meetings,2021,
1455673,meetings,286.0,2021-04-13 18:45:00.000,2021-04-13 18:49:00.000,240.0,WLM02 ST130,75.0,meetings,2021,
1455674,meetings,287.0,2021-04-13 18:45:00.000,2021-04-13 18:49:00.000,240.0,WLM03 ST130,75.0,meetings,2021,
1455772,meetings,287.0,2021-04-13 18:49:00.000,2021-04-13 18:50:00.000,60.0,WLM03 ST130,75.0,meetings,2021,
1455773,meetings,286.0,2021-04-13 18:49:00.000,2021-04-13 18:50:00.000,60.0,WLM02 ST130,75.0,meetings,2021,
1457295,No Comment and No Reason Code,287.0,2021-04-14 11:05:52.023,2021-04-14 12:12:06.040,3974.15,WLM03 ST130,,,2021,
1457620,reamer not home,287.0,2021-04-14 12:12:06.040,2021-04-14 12:15:13.023,186.833,WLM03 ST130,1851.0,wl op70 robot 1 tip reamer,2021,
1457621,No Comment and No Reason Code,287.0,2021-04-14 12:15:13.023,2021-04-14 12:17:10.023,117.0,WLM03 ST130,,,2021,
1457653,pp7 replaced,287.0,2021-04-14 12:17:10.023,2021-04-14 12:30:08.050,778.279,WLM03 ST130,1757.0,wl op50 work fixture prox,2021,
1457699,No Comment and No Reason Code,287.0,2021-04-14 12:30:08.050,2021-04-14 12:48:11.067,1083.172,WLM03 ST130,,,2021,
